"No.","External ID","Name","Name 2","Address","Address 2","County","Post Code","City","Country/Region Code","Phone No.","Telex No.","Fax No.","Telex Answer Back","Territory Code","Currency Code","Language Code","Salesperson Code","VAT Registration No.","Email","Home Page","Type","Company Name","Company No.","First Name","Middle Name","Surname","Job Title","Initials","Extension No.","Mobile Phone No.","Pager","Organizational Level Code","Exclude from Segment","Correspondence Type","Salutation Code"
"CT200023","","Christopher E. Hill","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","christopher.e.hill@contoso.com","","Person","Triplelight Studio","CT100015","Christopher","E.","Hill","","","","","","J-MANA","No"," ","M"
"CT200024","","Debra E. Keiser","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","debra.e.keiser@contoso.com","","Person","Capital Office Furnishings","CT100003","Debra","E.","Keiser","","","","","","","No"," ","F"
"CT200025","","Ole Gotfred","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","ole.gotfred@contoso.com","","Person","DanMøbler","CT100016","Ole","","Gotfred","","","","","","","No"," ","M"
"CT200026","","Benjamin C. Willet","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","benjamin.c.willet@contoso.com","","Person","UpTownSvea","CT100018","Benjamin","C.","Willet","","","","","","","No"," ","M"
"CT200027","","Tawana Nussbaum","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","tawana.nussbaum@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Tawana","","Nussbaum","","","","","","J-MANA","No"," ","F-MAR"
"CT200028","","Nuria Gonzalez","","Pol. Ind. 4","","","ES-07001","Palma Mallorca","ES","","","","","FOREIGN","","ESP","RL","","nuria.gonzalez@contoso.com","","Person","Transporte Roas","CT000158","Nuria","","Gonzalez","","","","","","","No"," ","F-UMAR"
"CT200029","","Gerda Jonsdottir","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","gerda.jonsdottir@contoso.com","","Person","WoodImex Ltd","CT100019","Gerda","","Jonsdottir","","","","","","","No"," ","F"
"CT200030","","Anna Lidman","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","anna.lidman@contoso.com","","Person","UpTownSvea","CT100018","Anna","","Lidman","","","","","","","No"," ","F"
"CT200031","","Charlotte Toft Madsen","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","charlotte.toft.madsen@contoso.com","","Person","WoodImex Ltd","CT100019","Charlotte","Toft","Madsen","","","","","","","No"," ","F-MAR"
"CT200032","","James D. Kramer","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","james.d.kramer@contoso.com","","Person","eAmericonda","CT100012","James","D.","Kramer","","","","","","J-MANA","No"," ","M"
"CT200033","","Linda Randall","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","linda.randall@contoso.com","","Person","TelecomPetit","CT100008","Linda","","Randall","","","","","","","No"," ","F-MAR"
"CT200034","","Birgitte Vestphael","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","birgitte.vestphael@contoso.com","","Person","UpTownSvea","CT100018","Birgitte","","Vestphael","","","","","","","No"," ","F"
"CT200035","","Carl Langhorn","","28 The Tything","","","OX16 0UA","Cheddington","GB","","","","","SCOT","","ENG","DC","","carl.langhorn@contoso.com","","Person","Timeless Reproductions","CT100241","Carl","","Langhorn","","","","","","","No"," ","M"
"CT200036","","Daniel Weisman","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","daniel.weisman@contoso.com","","Person","WoodImex Ltd","CT100019","Daniel","","Weisman","","","","","","","No"," ","M"
"CT200037","","Jonathan Mollerup","","High Street Ripley","","","PO21 6HG","Southsea, Portsmouth","GB","","","","","SW","","ENG","PS","","jonathan.mollerup@contoso.com","","Person","Wyllie & Mar","CT100242","Jonathan","","Mollerup","","","","","","J-MANA","No"," ","M"
"CT200038","","Karen Berg","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","karen.berg@contoso.com","","Person","DanMøbler","CT100016","Karen","","Berg","","","","","","","No"," ","F"
"CT200039","","Jenny Gottfried","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","jenny.gottfried@contoso.com","","Person","National Wholesale Corp","CT100010","Jenny","","Gottfried","","","","","","","No"," ","F"
"CT200040","","Jenny Lysaker","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","jenny.lysaker@contoso.com","","Person","DanMøbler","CT100016","Jenny","","Lysaker","","","","","","","No"," ","F"
"CT200041","","Peter J. Krebs","","Krausova 125","","","CZ-697 01","Kyjov","CZ","","","","","FOREIGN","","CSY","RL","","peter.j.krebs@contoso.com","","Person","TON s.r.o.","CT000176","Peter","J.","Krebs","","","","","","","No"," ","M"
"CT200042","","Soren Skov Klemmensen","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","soren.skov.klemmensen@contoso.com","","Person","DanMøbler","CT100016","Soren","Skov","Klemmensen","","","","","","J-MANA","No"," ","M"
"CT200043","","Jens Toft","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","jens.toft@contoso.com","","Person","UpTownSvea","CT100018","Jens","","Toft","","","","","","","No"," ","M"
"CT200044","","Brian Clark","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","brian.clark@contoso.com","","Person","Rent a Truck","CT100013","Brian","","Clark","","","","","","","No"," ","M"
"CT200045","","Ariane Peeters","","Parklaan 3","","","BE-2800","Mechelen","BE","","","","","FOREIGN","","NLB","RL","","ariane.peeters@contoso.com","","Person","PURE-LOOK","CT000152","Ariane","","Peeters","","","","","","","No"," ","F-MAR"
"CT200046","","James R. Hamilton","","172 Field Green","","","WD2 4RG","Watford","GB","","","","","LND","","ENG","RL","","james.r.hamilton@contoso.com","","Person","Service Electronics Ltd.","CT000136","James","R.","Hamilton","","","","","","","No"," ","M"
"CT200047","","Mathew Charles","","435 Kingston Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","mathew.charles@contoso.com","","Person","Add-ON Marketing","CT100011","Mathew","","Charles","","","","","","J-MANA","No"," ","M"
"CT200048","","Stefan Delmarco","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","stefan.delmarco@contoso.com","","Person","UpTownSvea","CT100018","Stefan","","Delmarco","","","","","","","No"," ","M"
"CT200049","","Gabriele Dickmann","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","gabriele.dickmann@contoso.com","","Person","Triplelight Studio","CT100015","Gabriele","","Dickmann","","","","","","","No"," ","F"
"CT200050","","Annelie Zuber","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","annelie.zuber@contoso.com","","Person","WoodImex Ltd","CT100019","Annelie","","Zuber","","","","","","","No"," ","F"
"CT200051","","Carol Philips","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","carol.philips@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Carol","","Philips","","","","","","","No"," ","F-MAR"
"CT200052","","Julie Bankert","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","julie.bankert@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Julie","","Bankert","","","","","","J-MANA","No"," ","F-MAR"
"CT200053","","Shaun Beasley","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","shaun.beasley@contoso.com","","Person","Furnitures At Work","CT100017","Shaun","","Beasley","","","","","","","No"," ","M"
"CT200054","","Anja Schmidt","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","anja.schmidt@contoso.com","","Person","WoodImex Ltd","CT100019","Anja","","Schmidt","","","","","","","No"," ","F-UMAR"
"CT200055","","Kevin McDowell","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","kevin.mcdowell@contoso.com","","Person","Triplelight Studio","CT100015","Kevin","","McDowell","","","","","","","No"," ","M"
"CT200056","","Frank Lee","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","frank.lee@contoso.com","","Person","WoodImex Ltd","CT100019","Frank","","Lee","","","","","","J-MANA","No"," ","M"
"CT200057","","Alan Brewer","","2570 Swimthon Street","","","MO2 4RT","Manchester","GB","","","","","EANG","","ENG","AH","","alan.brewer@contoso.com","","Person","A. Gibson"s Law Firm","CT100006","Alan","","Brewer","","","","","","","No"," ","M"
"CT200058","","Jan Christiansen","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","jan.christiansen@contoso.com","","Person","DanMøbler","CT100016","Jan","","Christiansen","","","","","","","No"," ","M"
"CT200059","","Sten Bennetsen","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","sten.bennetsen@contoso.com","","Person","WoodImex Ltd","CT100019","Sten","","Bennetsen","","","","","","","No"," ","M"
"CT200060","","Stephen A. Mew","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","stephen.a.mew@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Stephen","A.","Mew","","","","","","","No"," ","M"
"CT200061","","Julia Collins","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","julia.collins@contoso.com","","Person","National Wholesale Corp","CT100010","Julia","","Collins","","","","","","J-MANA","No"," ","F-MAR"
"CT200062","","Marc Zimmerman","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","marc.zimmerman@contoso.com","","Person","Furnitures At Work","CT100017","Marc","","Zimmerman","","","","","","","No"," ","M"
"CT200063","","Michael Sean Ray","","1120 Newport Ave","","","M61 2YG","Manchester","GB","","","","","LND","","ENG","MD","","michael.sean.ray@contoso.com","","Person","Officeland Of Manchester","CT100007","Michael","Sean","Ray","","","","","","","No"," ","M"
"CT200064","","Peter Houston","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","peter.houston@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Peter","","Houston","","","","","","","No"," ","M"
"CT200065","","Jeff D. Henshaw","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","jeff.d.henshaw@contoso.com","","Person","Triplelight Studio","CT100015","Jeff","D.","Henshaw","","","","","","","No"," ","M"
"CT200066","","Mandy Vance","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","mandy.vance@contoso.com","","Person","Rent a Truck","CT100013","Mandy","","Vance","","","","","","","No"," ","F"
"CT200067","","Anita Langers","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","anita.langers@contoso.com","","Person","Triplelight Studio","CT100015","Anita","","Langers","","","","","","J-MANA","No"," ","F-MAR"
"CT200068","","Alex Roland","","172 Field Green","","","WD2 4RG","Watford","GB","","","","","LND","","ENG","RL","","alex.roland@contoso.com","","Person","Service Electronics Ltd.","CT000136","Alex","","Roland","","","","","","","No"," ","M"
"CT200069","","Roger Van Houten","","Parklaan 3","","","BE-2800","Mechelen","BE","","","","","FOREIGN","","NLB","RL","","roger.van.houten@contoso.com","","Person","PURE-LOOK","CT000152","Roger","Van","Houten","","","","","","","No"," ","M"
"CT200070","","Diane Margheim","","Bergstrasse 12","","","CH-6005","Luzern","CH","","","","","FOREIGN","","DES","JR","","diane.margheim@contoso.com","","Person","Pilatus AG","CT000095","Diane","","Margheim","","","","","","","No"," ","F-MAR"
"CT200071","","Tom Vande Velde","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","tom.vande.velde@contoso.com","","Person","eAmericonda","CT100012","Tom","Vande","Velde","","","","","","","No"," ","M"
"CT200072","","Amy S. Recker","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","amy.s.recker@contoso.com","","Person","Triplelight Studio","CT100015","Amy","S.","Recker","","","","","","J-MANA","No"," ","F-MAR"
"CT200073","","Fabricio Noriega","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","fabricio.noriega@contoso.com","","Person","Capital Office Furnishings","CT100003","Fabricio","","Noriega","","","","","","","No"," ","M"
"CT200074","","Tomas Navarro","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","AH","","tomas.navarro@contoso.com","","Person","Eco Office Inc.","CT100001","Tomas","","Navarro","","","","","","","No"," ","M"
"CT200075","","Brad Sutton","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","brad.sutton@contoso.com","","Person","Furnitures At Work","CT100017","Brad","","Sutton","","","","","","","No"," ","M"
"CT200076","","Mads Ebdrup","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","mads.ebdrup@contoso.com","","Person","DanMøbler","CT100016","Mads","","Ebdrup","","","","","","","No"," ","M"
"CT200077","","Phil Spencer","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","phil.spencer@contoso.com","","Person","Furnitures At Work","CT100017","Phil","","Spencer","","","","","","","No"," ","M"
"CT200078","","Chris Okelberry","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","chris.okelberry@contoso.com","","Person","Triplelight Studio","CT100015","Chris","","Okelberry","","","","","","J-MANA","No"," ","M"
"CT200079","","Tina Gorenc","","86 Stoke Newington","","","B68 5TT","Bromsgrove","GB","","","","","SE","","ENG","JR","","tina.gorenc@contoso.com","","Person","John Haddock Insurance Co.","CT000011","Tina","","Gorenc","","","","","","","No"," ","F"
"CT200080","","Pamela Ansman-Wolfe","","47 Higher Market Street","","","B31 2AL","Birmingham","GB","","","","","SW","","ENG","JR","","pamela.ansman-wolfe@contoso.com","","Person","John Haddock Insurance Co.","CT000011","Pamela","","Ansman-Wolfe","","","","","","","No"," ","F-MAR"
"CT200081","","Greg Chapman","","2 Drury Way","","","EH16 8JS","Edinburgh","GB","","","","","SW","","ENG","BD","","greg.chapman@contoso.com","","Person","","","Greg","","Chapman","","","","","","","No"," ","M"
"CT200082","","Zuzana Janska","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","zuzana.janska@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Zuzana","","Janska","","","","","","J-MANA","No"," ","F"
"CT200083","","Henning Troelsen","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","henning.troelsen@contoso.com","","Person","WoodImex Ltd","CT100019","Henning","","Troelsen","","","","","","","No"," ","M"
"CT200084","","Christian Kemp","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","christian.kemp@contoso.com","","Person","eAmericonda","CT100012","Christian","","Kemp","","","","","","","No"," ","M"
"CT200085","","Michael L. Rothkugel","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","michael.l.rothkugel@contoso.com","","Person","UpTownSvea","CT100018","Michael","L.","Rothkugel","","","","","","J-MANA","No"," ","M"
"CT200086","","Frank Pellow","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","frank.pellow@contoso.com","","Person","WoodImex Ltd","CT100019","Frank","","Pellow","","","","","","","No"," ","M"
"CT200087","","Allan Vinther-Wahl","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","allan.vinther-wahl@contoso.com","","Person","TelecomPetit","CT100008","Allan","","Vinther-Wahl","","","","","","","No"," ","M"
"CT200088","","Karen Friske","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","karen.friske@contoso.com","","Person","DanMøbler","CT100016","Karen","","Friske","","","","","","","No"," ","F"
"CT200089","","Allan Benny Guinot","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","allan.benny.guinot@contoso.com","","Person","DanMøbler","CT100016","Allan","Benny","Guinot","","","","","","","No"," ","M"
"CT200090","","Bjarke Rust Christensen","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","bjarke.rust.christensen@contoso.com","","Person","DanMøbler","CT100016","Bjarke","Rust","Christensen","","","","","","","No"," ","M"
"CT200091","","Sisser Wichmann","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","sisser.wichmann@contoso.com","","Person","eAmericonda","CT100012","Sisser","","Wichmann","","","","","","","No"," ","F-MAR"
"CT200092","","Christina Philp","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","AH","","christina.philp@contoso.com","","Person","Eco Office Inc.","CT100001","Christina","","Philp","","","","","","J-MANA","No"," ","F"
"CT200093","","Richard Bready","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","richard.bready@contoso.com","","Person","Furnitures At Work","CT100017","Richard","","Bready","","","","","","","No"," ","M"
"CT200094","","David Campbell","","810 South Newport Drive","","","NP5 6GH","Newport","GB","","","","","MID","","ENG","PS","","david.campbell@contoso.com","","Person","DHL Express","CT100009","David","","Campbell","","","","","","","No"," ","M"
"CT200095","","Joseph Matthews","","222 Reagan Drive","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","RL","","joseph.matthews@contoso.com","","Person","Progressive Home Furnishings","CT000138","Joseph","","Matthews","","","","","","","No"," ","M"
"CT200096","","Michael Ruggiero","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","michael.ruggiero@contoso.com","","Person","WoodImex Ltd","CT100019","Michael","","Ruggiero","","","","","","J-MANA","No"," ","M"
"CT200097","","Michael Pfeiffer","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","michael.pfeiffer@contoso.com","","Person","Capital Office Furnishings","CT100003","Michael","","Pfeiffer","","","","","","","No"," ","M"
"CT200098","","Dick Dievendorff","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","dick.dievendorff@contoso.com","","Person","Furnitures At Work","CT100017","Dick","","Dievendorff","","","","","","","No"," ","M"
"CT200099","","Andrew R. Hill","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","andrew.r.hill@contoso.com","","Person","National Wholesale Corp","CT100010","Andrew","R.","Hill","","","","","","","No"," ","M"
"CT200100","","Stuart Munson","","1120 Newport Ave","","","M61 2YG","Manchester","GB","","","","","LND","","ENG","MD","","stuart.munson@contoso.com","","Person","Officeland Of Manchester","CT100007","Stuart","","Munson","","","","","","","No"," ","M"
"CT200101","","Pat Coleman","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","pat.coleman@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Pat","","Coleman","","","","","","J-MANA","No"," ","F-MAR"
"CT200102","","Tamara Johnston","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","tamara.johnston@contoso.com","","Person","TelecomPetit","CT100008","Tamara","","Johnston","","","","","","","No"," ","F-UMAR"
"CT200103","","Dan K. Bacon Jr.","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","AH","","dan.k.bacon.jr@contoso.com","","Person","Eco Office Inc.","CT100001","Dan K.","Bacon","Jr.","","","","","","","No"," ","M"
"CT200104","","Paul Komosinski","","435 Kingston Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","paul.komosinski@contoso.com","","Person","Add-ON Marketing","CT100011","Paul","","Komosinski","","","","","","","No"," ","M"
"CT200105","","Henning Serritslev","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","henning.serritslev@contoso.com","","Person","WoodImex Ltd","CT100019","Henning","","Serritslev","","","","","","J-MANA","No"," ","M"
"CT200106","","An Van Gysel","","Parklaan 3","","","BE-2800","Mechelen","BE","","","","","FOREIGN","","NLB","RL","","an.van.gysel@contoso.com","","Person","PURE-LOOK","CT000152","An","Van","Gysel","","","","","","","No"," ","F-MAR"
"CT200107","","Pete Male","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","pete.male@contoso.com","","Person","Furnitures At Work","CT100017","Pete","","Male","","","","","","","No"," ","M"
"CT200108","","Richard Carey","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","richard.carey@contoso.com","","Person","TelecomPetit","CT100008","Richard","","Carey","","","","","","J-MANA","No"," ","M"
"CT200109","","Olinda Turner","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","olinda.turner@contoso.com","","Person","Capital Office Furnishings","CT100003","Olinda","","Turner","","","","","","","No"," ","F-MAR"
"CT200110","","Douglas Groncki","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","douglas.groncki@contoso.com","","Person","National Wholesale Corp","CT100010","Douglas","","Groncki","","","","","","","No"," ","M"
"CT200111","","Keith Harris","","1120 Newport Ave","","","M61 2YG","Manchester","GB","","","","","LND","","ENG","MD","","keith.harris@contoso.com","","Person","Officeland Of Manchester","CT100007","Keith","","Harris","","","","","","","No"," ","M"
"CT200112","","Dylan Miller","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","dylan.miller@contoso.com","","Person","National Wholesale Corp","CT100010","Dylan","","Miller","","","","","","J-MANA","No"," ","M"
"CT200113","","Brian Lloyd","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","brian.lloyd@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Brian","","Lloyd","","","","","","","No"," ","M"
"CT200114","","Henrik Larsen","","Parkvej 44","","","DK-5800","Nyborg","DK","","","","","FOREIGN","","DAN","JR","","henrik.larsen@contoso.com","","Person","Ravel Møbler","CT000069","Henrik","","Larsen","","","","","","","No"," ","M"
"CT200115","","Jeff Stammler","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","jeff.stammler@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Jeff","","Stammler","","","","","","","No"," ","M"
"CT200116","","David Oliver Lawrence","","2570 Swimthon Street","","","MO2 4RT","Manchester","GB","","","","","EANG","","ENG","AH","","david.oliver.lawrence@contoso.com","","Person","A. Gibson"s Law Firm","CT100006","David","Oliver","Lawrence","","","","","","J-MANA","No"," ","M"
"CT200117","","Lone Strandbygaard","","Strandvejen 334","","","DK-2950","Vedbaek","DK","","","","","FOREIGN","","DAN","BD","","lone.strandbygaard@contoso.com","","Person","WoodImex Ltd","CT100019","Lone","","Strandbygaard","","","","","","","No"," ","F-MAR"
"CT200118","","Lori Kane","","2570 Swimthon Street","","","MO2 4RT","Manchester","GB","","","","","EANG","","ENG","AH","","lori.kane@contoso.com","","Person","A. Gibson"s Law Firm","CT100006","Lori","","Kane","","","","","","","No"," ","F-UMAR"
"CT200119","","Kimberly B. Zimmermann","","435 Kingston Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","kimberly.b.zimmermann@contoso.com","","Person","Add-ON Marketing","CT100011","Kimberly","B.","Zimmermann","","","","","","","No"," ","F-MAR"
"CT200120","","Simon Rapier","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","simon.rapier@contoso.com","","Person","Rent a Truck","CT100013","Simon","","Rapier","","","","","","","No"," ","M"
"CT200121","","Sam Abolrous","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","sam.abolrous@contoso.com","","Person","eAmericonda","CT100012","Sam","","Abolrous","","","","","","J-MANA","No"," ","M"
"CT200122","","David M. Bradley","","1120 Newport Ave","","","M61 2YG","Manchester","GB","","","","","LND","","ENG","MD","","david.m.bradley@contoso.com","","Person","Officeland Of Manchester","CT100007","David","M.","Bradley","","","","","","","No"," ","M"
"CT200123","","Angela Barbariol","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","angela.barbariol@contoso.com","","Person","Furnitures At Work","CT100017","Angela","","Barbariol","","","","","","","No"," ","F-MAR"
"CT200124","","Matthew Carroll","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","matthew.carroll@contoso.com","","Person","Furnitures At Work","CT100017","Matthew","","Carroll","","","","","","","No"," ","M"
"CT200125","","Brian Cox","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","brian.cox@contoso.com","","Person","Furnitures At Work","CT100017","Brian","","Cox","","","","","","","No"," ","M"
"CT200126","","Brandon D. Heidepriem","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","brandon.d.heidepriem@contoso.com","","Person","Capital Office Furnishings","CT100003","Brandon","D.","Heidepriem","","","","","","J-MANA","No"," ","M"
"CT200127","","Bob Gage","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","bob.gage@contoso.com","","Person","National Wholesale Corp","CT100010","Bob","","Gage","","","","","","","No"," ","M"
"CT200128","","Sharon Hoepf","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","sharon.hoepf@contoso.com","","Person","Capital Office Furnishings","CT100003","Sharon","","Hoepf","","","","","","","No"," ","F-MAR"
"CT200129","","Nancy Buchanan","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","nancy.buchanan@contoso.com","","Person","TelecomPetit","CT100008","Nancy","","Buchanan","","","","","","","No"," ","F-MAR"
"CT200130","","Alan Steiner","","28 The Tything","","","OX16 0UA","Cheddington","GB","","","","","SCOT","","ENG","DC","","alan.steiner@contoso.com","","Person","Timeless Reproductions","CT100241","Alan","","Steiner","","","","","","","No"," ","M"
"CT200131","","Linda Moschell","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","linda.moschell@contoso.com","","Person","TelecomPetit","CT100008","Linda","","Moschell","","","","","","J-MANA","No"," ","F-MAR"
"CT200132","","Matthew Hink","","810 South Newport Drive","","","NP5 6GH","Newport","GB","","","","","MID","","ENG","PS","","matthew.hink@contoso.com","","Person","DHL Express","CT100009","Matthew","","Hink","","","","","","","No"," ","M"
"CT200133","","Shane S. Kim","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","shane.s.kim@contoso.com","","Person","National Wholesale Corp","CT100010","Shane","S.","Kim","","","","","","","No"," ","M"
"CT200134","","Steven B. Levy","","435 Kingston Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","steven.b.levy@contoso.com","","Person","Add-ON Marketing","CT100011","Steven","B.","Levy","","","","","","","No"," ","M"
